採点,"marking, grading, scoring",採点[さいてん],"Noun, Suru verb, Transitive verb",,,jlpt-n2
英文,"English writing, English sentence, English text",英文[えいぶん],Noun,"English literature, English lit",,jlpt-n2
対立,"confrontation, opposition, antagonism",対立[たいりつ],"Noun, Suru verb, Intransitive verb, Noun which may take the genitive case particle 'no'",,,jlpt-n1 jlpt-n2
実物,"real thing, original, actual",実物[じつぶつ],"Noun, Noun which may take the genitive case particle 'no'",,,jlpt-n2
縮小,"reduction, curtailment, cut, cutback, scaling down, contraction, shrinkage",縮小[しゅくしょう],"Noun, Suru verb, Transitive verb, Intransitive verb",,,jlpt-n2
売れ行き,"sales, demand",売[う]れ 行[ゆ]き,Noun,,,jlpt-n1 jlpt-n2
商店,"shop, small store, business, firm",商店[しょうてん],Noun,,,jlpt-n2
真っ暗,"total darkness, pitch dark",真[ま]っ 暗[くら],"Na-adjective , Noun","bleak future, poor prospects",,jlpt-n2
親類,"relative, relation, kin",親類[しんるい],Noun,,,jlpt-n2
過剰,"excess, surplus, superabundance, overabundance",過剰[かじょう],"Noun, Na-adjective ",,,jlpt-n2
性能,"ability, performance, efficiency",性能[せいのう],Noun,,,jlpt-n2
心身,mind and body,心身[しんしん],"Noun, Noun which may take the genitive case particle 'no'",,,jlpt-n2
鑑賞,"appreciation (of art, music, poetry, etc.)",鑑賞[かんしょう],"Noun, Suru verb, Transitive verb",,,jlpt-n2
缶詰,"canned food, tinned food",缶詰[かんづめ],"Noun, Noun which may take the genitive case particle 'no'",confining someone (e.g. so they can concentrate on work); being stuck in a confined space,,jlpt-n2
体制,"order, system, structure, set-up, organization, organisation",体制[たいせい],Noun,,,jlpt-n2
理科,"science (inc. mathematics, medicine, etc.), natural science",理科[りか],Noun,"science department (university), science course; science (as a school subject)",,jlpt-n2
近々,"soon, before long, shortly, in the near future",近々[ちかぢか],Adverb ,"close (by), near, nearby",,jlpt-n1 jlpt-n2
公衆,"the public, general public",公衆[こうしゅう],"Noun, Noun which may take the genitive case particle 'no'",,,jlpt-n2
手帳,"notebook, memo pad, (pocket) diary",手帳[てちょう],Noun,certificate; identification card,,jlpt-n2
日陰,"shade, shadow",日陰[ひかげ],Noun,"sunshine, sunlight",,jlpt-n2
原料,"raw materials, ingredient",原料[げんりょう],Noun,,,jlpt-n2
講師,"speaker, lecturer",講師[こうし],Noun,"lecturer (at a university or college), instructor; part-time teacher; tutor (at a cram school)",,jlpt-n2
看病,nursing (a patient),看病[かんびょう],"Noun, Suru verb, Transitive verb",,,jlpt-n2
開会,opening of a meeting,開会[かいかい],"Noun, Suru verb, Transitive verb, Intransitive verb",,,jlpt-n2
膨大,"huge, vast, enormous, colossal, extensive, large",膨大[ぼうだい],Na-adjective ,"swelling, expansion",,jlpt-n2
混合,"mixing, mixture, meld",混合[こんごう],"Noun, Suru verb",miscegenation,,jlpt-n2
隔てる,"to separate (by distance, time, etc.), to isolate, to partition, to divide",隔[へだ]てる,"Ichidan verb, Transitive verb","to interpose, to have between; to alienate, to estrange",,jlpt-n2
整備,"maintenance, servicing",整備[せいび],"Noun, Suru verb, Transitive verb","putting in place, development, improvement, preparation, provision, equipping, outfitting",,jlpt-n2
兵隊,"soldier, sailor",兵隊[へいたい],Noun,,,jlpt-n2
夕日,"evening sun, setting sun",夕日[ゆうひ],Noun,,,jlpt-n2
出迎え,"meeting, reception",出迎[でむか]え,Noun,,,jlpt-n2
書留,"registered mail, registered post, registration (of mail)",書留[かきとめ],"Noun, Noun which may take the genitive case particle 'no'","(putting on) record, writing down, noting down, registry",,jlpt-n2
移転,"moving, relocation, change of address",移転[いてん],"Noun, Suru verb, Transitive verb, Intransitive verb","transfer (of deeds, property, etc.), demise",,jlpt-n2
綱,"rope, cord, line",綱[つな],Noun,grand champion's braided belt,,jlpt-n2
真っ先,"the head, the foremost, beginning, the very front",真[ま]っ 先[さき],Noun,,,jlpt-n2
破片,"fragment, broken piece, splinter, chip, shard",破片[はへん],Noun,,,jlpt-n2
夜間,"night, nighttime",夜間[やかん],"Noun, Adverb ",,,jlpt-n2
栓,"stopper, cork, plug, bung",栓[せん],Noun,"tap, faucet, stopcock",,jlpt-n2
用語,"term, terminology",用語[ようご],Noun,"wording, choice of words, phraseology",,jlpt-n2
先端,"pointed end, tip, point, cusp (of a leaf, crescent moon, etc.), apex (of a curve)",先端[せんたん],Noun,"forefront, vanguard, spearhead, leading edge",,jlpt-n2
膨らます,"to swell, to expand, to inflate, to bulge",膨[ふく]らます,"Godan verb with 'su' ending, Transitive verb",,,jlpt-n2
創作,"creation, production, creative work (novel, film, etc.), original work, (creative) writing",創作[そうさく],"Noun, Suru verb, Transitive verb","fabrication, fiction, invention",,jlpt-n2
小学生,"elementary school student, primary school student, grade school student",小学生[しょうがくせい],Noun,,,jlpt-n2
地帯,"zone, area, belt, region",地帯[ちたい],Noun,,,jlpt-n2
碁,go (board game),碁[ご],Noun,,,jlpt-n2
敷地,"site, plot, lot, grounds",敷地[しきち],Noun,,,jlpt-n2
工事,construction work,工事[こうじ],"Noun, Suru verb, Transitive verb, Intransitive verb",,,jlpt-n2
盗難,"theft, robbery",盗難[とうなん],Noun,,,jlpt-n2
危うい,"dangerous, in danger, facing imminent danger",危[あや]うい,I-adjective ,"precarious (situation), perilous (state, balance, etc.), in doubt, in jeopardy, uncertain, insecure, concerning, worrying",,jlpt-n2
四季,the four seasons,四季[しき],Noun,,,jlpt-n2
日程,"schedule, program, programme, agenda",日程[にってい],Noun,,,jlpt-n2
問い合わせ,"inquiry, query, enquiry",問[と]い 合[あ]わせ,Noun,,,jlpt-n2
材木,"wood (for building), lumber, timber",材木[ざいもく],Noun,,,jlpt-n2
真っ白,pure white,真[ま]っ 白[しろ],"Na-adjective , Noun which may take the genitive case particle 'no', Noun","blank (e.g. mind, paper)",,jlpt-n2
書籍,"book, publication",書籍[しょせき],Noun,,,jlpt-n2
循環,"circulation, rotation, cycle, loop",循環[じゅんかん],"Noun, Suru verb, Intransitive verb, Noun which may take the genitive case particle 'no'",,,jlpt-n2
素人,"amateur, layman, ordinary person, novice",素人[しろうと],Noun,"respectable woman (i.e. not a prostitute, hostess, geisha); unlicensed prostitute",,jlpt-n2
臨時,"temporary, provisional, interim",臨時[りんじ],"Noun which may take the genitive case particle 'no', Noun","special, extraordinary, extra",,jlpt-n2
実例,"example, illustration, precedent",実例[じつれい],Noun,,,jlpt-n2
重量,weight,重量[じゅうりょう],"Noun, Noun which may take the genitive case particle 'no'",heavyweight boxer,,jlpt-n2
在学,"attending (school, college, etc.), being enrolled, being a student",在学[ざいがく],"Noun, Suru verb, Intransitive verb",,,jlpt-n2
有料,"fee-charging, paid, not free",有料[ゆうりょう],"Noun which may take the genitive case particle 'no', Noun",toll road,,jlpt-n2
規律,"order, observance, discipline",規律[きりつ],Noun,"rules, law, regulations",,jlpt-n2
強引,"overbearing, coercive, pushy, forcible, high-handed",強引[ごういん],"Na-adjective , Noun",,,jlpt-n2
民間,"private, non-governmental, non-official, civilian, civil",民間[みんかん],"Noun, Noun which may take the genitive case particle 'no'","folk, popular",,jlpt-n2
当日,"day in question, appointed day, that very day, the day (of issue, publication, etc.)",当日[とうじつ],"Noun, Adverb ",,,jlpt-n2
成立,"formation, establishment, materialization, coming into existence",成立[せいりつ],"Noun, Suru verb","conclusion (e.g. of a deal), reaching (e.g. an agreement), approval, completion, closing, enacting, arrangement; being valid (of a theory, argument, etc.), holding, applying",,jlpt-n2
学級,(school) class,学級[がっきゅう],"Noun, Noun which may take the genitive case particle 'no'",,,jlpt-n2
限度,"limit, bounds",限度[げんど],Noun,,,jlpt-n2
高級,"high-class, high-grade, high-quality, high-end, luxury",高級[こうきゅう],"Na-adjective , Noun which may take the genitive case particle 'no', Noun","high-ranking, high-level, senior",,jlpt-n2
外部,"outside (e.g. of a building), exterior",外部[がいぶ],"Noun, Noun which may take the genitive case particle 'no'","outside (of a group, company, etc.), outside world",,jlpt-n2
薄暗い,"dim, gloomy",薄暗[うすぐら]い,I-adjective ,,,jlpt-n2
対照,"contrast, antithesis, comparison",対照[たいしょう],"Noun, Suru verb",,,jlpt-n2
冷凍,"freezing, cold storage, refrigeration",冷凍[れいとう],"Noun, Suru verb, Transitive verb",,,jlpt-n2
貸家,house for rent,貸家[かしや],Noun,,,jlpt-n2
逆さ,"inverted, upside down, reversed, back to front",逆[さか]さ,"Noun which may take the genitive case particle 'no', Na-adjective , Noun",,,jlpt-n2
加速,"acceleration, speeding up",加速[かそく],"Noun, Suru verb, Transitive verb, Intransitive verb",,,jlpt-n2
斜め,"slanting, tilted, sloping, diagonal, oblique",斜[なな]め,"Noun which may take the genitive case particle 'no', Na-adjective , Noun","distorted (feeling), slanted (e.g. view of the world), bad (mood), amiss, awry",,jlpt-n2
家主,"landlord, landlady",家主[やぬし],Noun,"house owner, home owner, head of the household",,jlpt-n1 jlpt-n2
開放,"opening (a door, window, etc.), leaving open",開放[かいほう],"Noun, Suru verb, Transitive verb","opening up (e.g. to the public), allowing (public) access",,jlpt-n2
文脈,"context (of a passage), line of thought",文脈[ぶんみゃく],Noun,"context (of a matter, event, etc.), circumstances, background",,jlpt-n2
中間,"middle, midway, halfway, centre, center",中間[ちゅうかん],Noun,"middle position, moderate position, neutral position, middle-of-the-road position; interim, intermediary, intermediate, midterm",,jlpt-n2
刺さる,"to stick into (of something with a sharp point), to prick, to pierce, to get stuck (in), to lodge (in)",刺[さ]さる,"Godan verb with 'ru' ending, Intransitive verb","to resonate emotionally, to move",,jlpt-n2
特殊,"special, particular, peculiar, unique",特殊[とくしゅ],"Na-adjective , Noun which may take the genitive case particle 'no', Noun",,,jlpt-n2
日用品,daily necessities,日用品[にちようひん],Noun,,,jlpt-n2
回数,"number of times, frequency, count",回数[かいすう],Noun,,,jlpt-n2
快晴,"clear weather, cloudless weather, good weather",快晴[かいせい],"Noun, Noun which may take the genitive case particle 'no'",,,jlpt-n2
子孫,"descendant, posterity, offspring",子孫[しそん],Noun,,,jlpt-n2
児童,"children, juvenile",児童[じどう],Noun,,,jlpt-n2
特色,"characteristic, feature, idiosyncrasy, personal colour",特色[とくしょく],Noun,spot color,,jlpt-n2
意義,"meaning, significance",意義[いぎ],Noun,,,jlpt-n2
植木,"garden shrubs, trees, potted plant",植木[うえき],Noun,,,jlpt-n2
深まる,"to deepen, to heighten, to intensify",深[ふか]まる,"Godan verb with 'ru' ending, Intransitive verb",,,jlpt-n2
寸法,"measurement, size, extent, dimension",寸法[すんぽう],Noun,"plan, intention, arrangement, schedule",,jlpt-n2
警備,"defense, defence, guard, policing, security",警備[けいび],"Noun, Suru verb, Transitive verb",,,jlpt-n2
月末,end of the month,月末[げつまつ],"Noun, Adverb ",,,jlpt-n2
方面,"direction, district, area",方面[ほうめん],"Noun, Noun, used as a suffix","field (e.g. of study), sphere, quarter, aspect, angle",,jlpt-n2
屋外,"outdoors, outside",屋外[おくがい],"Noun, Noun which may take the genitive case particle 'no'",,,jlpt-n2
校庭,"schoolyard, playground, school grounds, campus",校庭[こうてい],Noun,,,jlpt-n2
片道,one-way (trip),片道[かたみち],"Noun, Noun which may take the genitive case particle 'no'",one-way ticket,,jlpt-n2
長女,"eldest daughter, first-born daughter",長女[ちょうじょ],Noun,,,jlpt-n2
全集,"complete works, complete collection, complete series",全集[ぜんしゅう],"Noun, Noun, used as a suffix",,,jlpt-n2
定期券,"commuter pass, season ticket",定期券[ていきけん],Noun,,,jlpt-n2
貝,shellfish,貝[かい],Noun,"seashell, shell",,jlpt-n2
能率,efficiency,能率[のうりつ],Noun,moment,,jlpt-n2
出勤,"going to work, leaving for work, attendance (at work), being at work, presence (in the office), reporting for work",出勤[しゅっきん],"Noun, Suru verb, Intransitive verb",,,jlpt-n2
鉢,"bowl, pot, basin",鉢[はち],Noun,"flowerpot; crown, brainpan",,jlpt-n2
岬,cape (on coast),岬[みさき],Noun,,,jlpt-n2
閉会,"closure (of a ceremony, event, meeting, etc.)",閉会[へいかい],"Noun, Suru verb, Transitive verb, Intransitive verb",,,jlpt-n2
基地,"base (military, expedition, etc.)",基地[きち],Noun,,,jlpt-n2
課税,taxation,課税[かぜい],"Noun, Suru verb, Intransitive verb",,,jlpt-n2
持参,"bringing, taking, carrying",持参[じさん],"Noun, Suru verb, Transitive verb",,,jlpt-n2
実感,"real feeling, actual feeling",実感[じっかん],Noun,"to actually feel, to have a real feeling (that ...), to experience personally",,jlpt-n2
